WKT_,WKT,latitude,longitude
"POINT (-6.7855081 34.0434482)",POINT (-6.7855081 34.0434482),34.0434482,-6.7855081
"POINT (-6.805597 34.0298604)",POINT (-6.805597 34.0298604),34.0298604,-6.805597
"POINT (-6.7855425 34.0386793)",POINT (-6.7855425 34.0386793),34.0386793,-6.7855425
"POINT (-6.7966269 34.0374384)",POINT (-6.7966269 34.0374384),34.0374384,-6.7966269
"POINT (-6.798183 34.0419799)",POINT (-6.798183 34.0419799),34.0419799,-6.798183
"POINT (-6.7902846 34.0366675)",POINT (-6.7902846 34.0366675),34.0366675,-6.7902846
"POINT (-6.7939837 34.0385225)",POINT (-6.7939837 34.0385225),34.0385225,-6.7939837
"POINT (-6.7889933 34.0377425)",POINT (-6.7889933 34.0377425),34.0377425,-6.7889933
"POINT (-6.7955297 34.0374032)",POINT (-6.7955297 34.0374032),34.0374032,-6.7955297
"POINT (-6.805113 34.0267113)",POINT (-6.805113 34.0267113),34.0267113,-6.805113
"POINT (-6.7923419 34.0421874)",POINT (-6.7923419 34.0421874),34.0421874,-6.7923419
"POINT (-6.7919276 34.0399429)",POINT (-6.7919276 34.0399429),34.0399429,-6.7919276
"POINT (-6.8087837 34.0311446)",POINT (-6.8087837 34.0311446),34.0311446,-6.8087837
"POINT (-6.7994045 34.0291901)",POINT (-6.7994045 34.0291901),34.0291901,-6.7994045
"POINT (-6.8013035 34.0305588)",POINT (-6.8013035 34.0305588),34.0305588,-6.8013035
"POINT (-6.7868267 34.0431779)",POINT (-6.7868267 34.0431779),34.0431779,-6.7868267
"POINT (-6.8261625 34.0381351)",POINT (-6.8261625 34.0381351),34.0381351,-6.8261625
"POINT (-6.811407 34.0588535)",POINT (-6.811407 34.0588535),34.0588535,-6.811407
"POINT (-6.746659 34.0704335)",POINT (-6.746659 34.0704335),34.0704335,-6.746659
"POINT (-6.7526623 34.0818377)",POINT (-6.7526623 34.0818377),34.0818377,-6.7526623
"POINT (-6.7733949 34.0710978)",POINT (-6.7733949 34.0710978),34.0710978,-6.7733949
"POINT (-6.7689369 34.076184)",POINT (-6.7689369 34.076184),34.076184,-6.7689369
"POINT (-6.7958634 34.0597724)",POINT (-6.7958634 34.0597724),34.0597724,-6.7958634
"POINT (-6.8237622 34.0447702)",POINT (-6.8237622 34.0447702),34.0447702,-6.8237622
"POINT (-6.7731567 34.0683389)",POINT (-6.7731567 34.0683389),34.0683389,-6.7731567
"POINT (-6.8170677 34.0551563)",POINT (-6.8170677 34.0551563),34.0551563,-6.8170677
"POINT (-6.8230044 34.0373761)",POINT (-6.8230044 34.0373761),34.0373761,-6.8230044
"POINT (-6.7539989 34.0673949)",POINT (-6.7539989 34.0673949),34.0673949,-6.7539989
"POINT (-6.7566417 34.0683584)",POINT (-6.7566417 34.0683584),34.0683584,-6.7566417
"POINT (-6.8282202 34.0386226)",POINT (-6.8282202 34.0386226),34.0386226,-6.8282202
"POINT (-6.7392376 34.0727311)",POINT (-6.7392376 34.0727311),34.0727311,-6.7392376
"POINT (-6.8125258 34.0553704)",POINT (-6.8125258 34.0553704),34.0553704,-6.8125258
"POINT (-6.8228114 34.0462036)",POINT (-6.8228114 34.0462036),34.0462036,-6.8228114
"POINT (-6.7766017 34.0857723)",POINT (-6.7766017 34.0857723),34.0857723,-6.7766017
"POINT (-6.8241919 34.0387758)",POINT (-6.8241919 34.0387758),34.0387758,-6.8241919
"POINT (-6.7945049 34.0736465)",POINT (-6.7945049 34.0736465),34.0736465,-6.7945049
"POINT (-6.8272979 34.0457483)",POINT (-6.8272979 34.0457483),34.0457483,-6.8272979
"POINT (-6.8282323 34.0469679)",POINT (-6.8282323 34.0469679),34.0469679,-6.8282323
"POINT (-6.7939802 34.0595051)",POINT (-6.7939802 34.0595051),34.0595051,-6.7939802
"POINT (-6.8149095 34.0540707)",POINT (-6.8149095 34.0540707),34.0540707,-6.8149095
"POINT (-6.7590079 34.0635211)",POINT (-6.7590079 34.0635211),34.0635211,-6.7590079
"POINT (-6.7831406 34.0794386)",POINT (-6.7831406 34.0794386),34.0794386,-6.7831406
"POINT (-6.7959931 34.0616151)",POINT (-6.7959931 34.0616151),34.0616151,-6.7959931
"POINT (-6.8286174 34.0492974)",POINT (-6.8286174 34.0492974),34.0492974,-6.8286174
"POINT (-6.7750078 34.0772359)",POINT (-6.7750078 34.0772359),34.0772359,-6.7750078
"POINT (-6.748664 34.0764795)",POINT (-6.748664 34.0764795),34.0764795,-6.748664
"POINT (-6.781536 34.0829442)",POINT (-6.781536 34.0829442),34.0829442,-6.781536
"POINT (-6.769284 34.0642355)",POINT (-6.769284 34.0642355),34.0642355,-6.769284
"POINT (-6.7645661 34.0841818)",POINT (-6.7645661 34.0841818),34.0841818,-6.7645661
"POINT (-6.7885502 34.0794986)",POINT (-6.7885502 34.0794986),34.0794986,-6.7885502
"POINT (-6.7882653 34.0772355)",POINT (-6.7882653 34.0772355),34.0772355,-6.7882653
"POINT (-6.7797535 34.0785229)",POINT (-6.7797535 34.0785229),34.0785229,-6.7797535
"POINT (-6.7673617 34.0701045)",POINT (-6.7673617 34.0701045),34.0701045,-6.7673617
"POINT (-6.7667852 34.0652615)",POINT (-6.7667852 34.0652615),34.0652615,-6.7667852
"POINT (-6.7684234 34.0720447)",POINT (-6.7684234 34.0720447),34.0720447,-6.7684234
"POINT (-6.7720132 34.0750157)",POINT (-6.7720132 34.0750157),34.0750157,-6.7720132
"POINT (-6.7687882 34.0812662)",POINT (-6.7687882 34.0812662),34.0812662,-6.7687882
"POINT (-6.7635222 34.0762435)",POINT (-6.7635222 34.0762435),34.0762435,-6.7635222
"POINT (-6.7730396 34.0850818)",POINT (-6.7730396 34.0850818),34.0850818,-6.7730396
"POINT (-6.7503547 34.0810227)",POINT (-6.7503547 34.0810227),34.0810227,-6.7503547
"POINT (-6.7644516 34.071083)",POINT (-6.7644516 34.071083),34.071083,-6.7644516
"POINT (-6.7488699 34.0823319)",POINT (-6.7488699 34.0823319),34.0823319,-6.7488699
"POINT (-6.8133992 34.0584305)",POINT (-6.8133992 34.0584305),34.0584305,-6.8133992
"POINT (-6.7737907 34.0793677)",POINT (-6.7737907 34.0793677),34.0793677,-6.7737907
"POINT (-6.7552173 34.075795)",POINT (-6.7552173 34.075795),34.075795,-6.7552173
"POINT (-6.7708704 34.0796911)",POINT (-6.7708704 34.0796911),34.0796911,-6.7708704
"POINT (-6.7846798 34.0861685)",POINT (-6.7846798 34.0861685),34.0861685,-6.7846798
"POINT (-6.7695173 34.068304)",POINT (-6.7695173 34.068304),34.068304,-6.7695173
"POINT (-6.7864824 34.080462)",POINT (-6.7864824 34.080462),34.080462,-6.7864824
"POINT (-6.7555885 34.0702028)",POINT (-6.7555885 34.0702028),34.0702028,-6.7555885
"POINT (-6.7834423 34.0757533)",POINT (-6.7834423 34.0757533),34.0757533,-6.7834423
"POINT (-6.8165472 34.0599677)",POINT (-6.8165472 34.0599677),34.0599677,-6.8165472
"POINT (-6.7666715 34.0674522)",POINT (-6.7666715 34.0674522),34.0674522,-6.7666715
"POINT (-6.7716902 34.0717379)",POINT (-6.7716902 34.0717379),34.0717379,-6.7716902
"POINT (-6.7637335 34.0662982)",POINT (-6.7637335 34.0662982),34.0662982,-6.7637335
"POINT (-6.7595273 34.072612)",POINT (-6.7595273 34.072612),34.072612,-6.7595273
"POINT (-6.7520583 34.0697685)",POINT (-6.7520583 34.0697685),34.0697685,-6.7520583
"POINT (-6.8105429 34.0621106)",POINT (-6.8105429 34.0621106),34.0621106,-6.8105429
"POINT (-6.7950673 34.0685697)",POINT (-6.7950673 34.0685697),34.0685697,-6.7950673
"POINT (-6.8095239 34.0629498)",POINT (-6.8095239 34.0629498),34.0629498,-6.8095239
"POINT (-6.7932067 34.0729182)",POINT (-6.7932067 34.0729182),34.0729182,-6.7932067
"POINT (-6.7976923 34.0687089)",POINT (-6.7976923 34.0687089),34.0687089,-6.7976923
"POINT (-6.8014342 34.0657499)",POINT (-6.8014342 34.0657499),34.0657499,-6.8014342
"POINT (-6.7994909 34.0706995)",POINT (-6.7994909 34.0706995),34.0706995,-6.7994909
"POINT (-6.7993149 34.0653947)",POINT (-6.7993149 34.0653947),34.0653947,-6.7993149
"POINT (-6.7967288 34.0703372)",POINT (-6.7967288 34.0703372),34.0703372,-6.7967288
"POINT (-6.7927807 34.0639472)",POINT (-6.7927807 34.0639472),34.0639472,-6.7927807
"POINT (-6.8024757 34.0648784)",POINT (-6.8024757 34.0648784),34.0648784,-6.8024757
"POINT (-6.7950981 34.0665476)",POINT (-6.7950981 34.0665476),34.0665476,-6.7950981
"POINT (-6.8095189 34.0565179)",POINT (-6.8095189 34.0565179),34.0565179,-6.8095189
"POINT (-6.7933876 34.0671715)",POINT (-6.7933876 34.0671715),34.0671715,-6.7933876
"POINT (-6.7946159 34.0639713)",POINT (-6.7946159 34.0639713),34.0639713,-6.7946159
"POINT (-6.806672 34.0626542)",POINT (-6.806672 34.0626542),34.0626542,-6.806672
"POINT (-6.8037192 34.0670408)",POINT (-6.8037192 34.0670408),34.0670408,-6.8037192
"POINT (-6.8034856 34.0695427)",POINT (-6.8034856 34.0695427),34.0695427,-6.8034856
"POINT (-6.8067067 34.0597345)",POINT (-6.8067067 34.0597345),34.0597345,-6.8067067
"POINT (-6.806013 34.0635453)",POINT (-6.806013 34.0635453),34.0635453,-6.806013
"POINT (-6.8074822 34.0659637)",POINT (-6.8074822 34.0659637),34.0659637,-6.8074822
"POINT (-6.7924792 34.0668912)",POINT (-6.7924792 34.0668912),34.0668912,-6.7924792
"POINT (-6.7922191 34.0665459)",POINT (-6.7922191 34.0665459),34.0665459,-6.7922191
"POINT (-6.808396 34.0579435)",POINT (-6.808396 34.0579435),34.0579435,-6.808396
"POINT (-6.7948535 34.0666924)",POINT (-6.7948535 34.0666924),34.0666924,-6.7948535
"POINT (-6.9064936 33.9301388)",POINT (-6.9064936 33.9301388),33.9301388,-6.9064936
"POINT (-6.9069831 33.9240008)",POINT (-6.9069831 33.9240008),33.9240008,-6.9069831
"POINT (-6.9022538 33.9357326)",POINT (-6.9022538 33.9357326),33.9357326,-6.9022538
"POINT (-6.909231 33.925398)",POINT (-6.909231 33.925398),33.925398,-6.909231
"POINT (-6.8988298 33.9236318)",POINT (-6.8988298 33.9236318),33.9236318,-6.8988298
"POINT (-6.9046148 33.9251497)",POINT (-6.9046148 33.9251497),33.9251497,-6.9046148
"POINT (-6.9016828 33.9273255)",POINT (-6.9016828 33.9273255),33.9273255,-6.9016828
"POINT (-6.895997 33.9355222)",POINT (-6.895997 33.9355222),33.9355222,-6.895997
"POINT (-6.8952305 33.9255022)",POINT (-6.8952305 33.9255022),33.9255022,-6.8952305
"POINT (-6.8971398 33.9246931)",POINT (-6.8971398 33.9246931),33.9246931,-6.8971398
"POINT (-6.9076336 33.9306667)",POINT (-6.9076336 33.9306667),33.9306667,-6.9076336
"POINT (-6.9017814 33.9252961)",POINT (-6.9017814 33.9252961),33.9252961,-6.9017814
"POINT (-6.9077248 33.9221624)",POINT (-6.9077248 33.9221624),33.9221624,-6.9077248
"POINT (-6.8966357 33.9244064)",POINT (-6.8966357 33.9244064),33.9244064,-6.8966357
"POINT (-6.9019438 33.9320137)",POINT (-6.9019438 33.9320137),33.9320137,-6.9019438
"POINT (-6.9021468 33.9267973)",POINT (-6.9021468 33.9267973),33.9267973,-6.9021468
"POINT (-6.9013956 33.922357)",POINT (-6.9013956 33.922357),33.922357,-6.9013956
"POINT (-6.9061882 33.9307031)",POINT (-6.9061882 33.9307031),33.9307031,-6.9061882
"POINT (-6.9025459 33.9277396)",POINT (-6.9025459 33.9277396),33.9277396,-6.9025459
"POINT (-6.9106255 33.924065)",POINT (-6.9106255 33.924065),33.924065,-6.9106255
"POINT (-6.905158 33.9341907)",POINT (-6.905158 33.9341907),33.9341907,-6.905158
"POINT (-6.8982382 33.9242546)",POINT (-6.8982382 33.9242546),33.9242546,-6.8982382
"POINT (-6.909538 33.933439)",POINT (-6.909538 33.933439),33.933439,-6.909538
"POINT (-6.9090332 33.9280476)",POINT (-6.9090332 33.9280476),33.9280476,-6.9090332
"POINT (-6.9073402 33.9311122)",POINT (-6.9073402 33.9311122),33.9311122,-6.9073402
"POINT (-6.9062829 33.931624)",POINT (-6.9062829 33.931624),33.931624,-6.9062829
"POINT (-6.9075362 33.9269625)",POINT (-6.9075362 33.9269625),33.9269625,-6.9075362
"POINT (-6.9053876 33.922403)",POINT (-6.9053876 33.922403),33.922403,-6.9053876
"POINT (-6.90437 33.9229193)",POINT (-6.90437 33.9229193),33.9229193,-6.90437
"POINT (-6.9064028 33.9290249)",POINT (-6.9064028 33.9290249),33.9290249,-6.9064028
"POINT (-6.9085993 33.9304509)",POINT (-6.9085993 33.9304509),33.9304509,-6.9085993
"POINT (-6.9085908 33.9277219)",POINT (-6.9085908 33.9277219),33.9277219,-6.9085908
"POINT (-6.8956063 33.9343996)",POINT (-6.8956063 33.9343996),33.9343996,-6.8956063
"POINT (-6.9067051 33.9280465)",POINT (-6.9067051 33.9280465),33.9280465,-6.9067051
"POINT (-6.8891058 33.9412208)",POINT (-6.8891058 33.9412208),33.9412208,-6.8891058
"POINT (-6.9064562 33.9264477)",POINT (-6.9064562 33.9264477),33.9264477,-6.9064562
"POINT (-6.9110947 33.9243431)",POINT (-6.9110947 33.9243431),33.9243431,-6.9110947
"POINT (-6.9041498 33.9273587)",POINT (-6.9041498 33.9273587),33.9273587,-6.9041498
"POINT (-6.8997375 33.9318637)",POINT (-6.8997375 33.9318637),33.9318637,-6.8997375
"POINT (-6.8954629 33.9221928)",POINT (-6.8954629 33.9221928),33.9221928,-6.8954629
"POINT (-6.9033846 33.9341537)",POINT (-6.9033846 33.9341537),33.9341537,-6.9033846
"POINT (-6.896521 33.9316607)",POINT (-6.896521 33.9316607),33.9316607,-6.896521
"POINT (-6.9029727 33.9354754)",POINT (-6.9029727 33.9354754),33.9354754,-6.9029727
"POINT (-6.8997399 33.923163)",POINT (-6.8997399 33.923163),33.923163,-6.8997399
"POINT (-6.9106625 33.9277604)",POINT (-6.9106625 33.9277604),33.9277604,-6.9106625
"POINT (-6.9112255 33.9256886)",POINT (-6.9112255 33.9256886),33.9256886,-6.9112255
"POINT (-6.8966834 33.9251217)",POINT (-6.8966834 33.9251217),33.9251217,-6.8966834
"POINT (-6.9013217 33.9300179)",POINT (-6.9013217 33.9300179),33.9300179,-6.9013217
"POINT (-6.8973629 33.9284439)",POINT (-6.8973629 33.9284439),33.9284439,-6.8973629
"POINT (-6.9011602 33.9228311)",POINT (-6.9011602 33.9228311),33.9228311,-6.9011602
"POINT (-6.905719 33.9273782)",POINT (-6.905719 33.9273782),33.9273782,-6.905719
"POINT (-6.9004853 33.9228432)",POINT (-6.9004853 33.9228432),33.9228432,-6.9004853
"POINT (-6.9000073 33.9258391)",POINT (-6.9000073 33.9258391),33.9258391,-6.9000073
"POINT (-6.9000681 33.9115385)",POINT (-6.9000681 33.9115385),33.9115385,-6.9000681
"POINT (-6.9108731 33.9113391)",POINT (-6.9108731 33.9113391),33.9113391,-6.9108731
"POINT (-6.912266 33.9227466)",POINT (-6.912266 33.9227466),33.9227466,-6.912266
"POINT (-6.9174987 33.9186463)",POINT (-6.9174987 33.9186463),33.9186463,-6.9174987
"POINT (-6.9175343 33.9165888)",POINT (-6.9175343 33.9165888),33.9165888,-6.9175343
"POINT (-6.9077539 33.9197398)",POINT (-6.9077539 33.9197398),33.9197398,-6.9077539
"POINT (-6.9050468 33.9217701)",POINT (-6.9050468 33.9217701),33.9217701,-6.9050468
"POINT (-6.9175838 33.9145675)",POINT (-6.9175838 33.9145675),33.9145675,-6.9175838
"POINT (-6.9136987 33.9113478)",POINT (-6.9136987 33.9113478),33.9113478,-6.9136987
"POINT (-6.9086687 33.9176497)",POINT (-6.9086687 33.9176497),33.9176497,-6.9086687
"POINT (-6.9139424 33.92366)",POINT (-6.9139424 33.92366),33.92366,-6.9139424
"POINT (-6.9126326 33.9197104)",POINT (-6.9126326 33.9197104),33.9197104,-6.9126326
"POINT (-6.9079886 33.9163975)",POINT (-6.9079886 33.9163975),33.9163975,-6.9079886
"POINT (-6.9009994 33.9148971)",POINT (-6.9009994 33.9148971),33.9148971,-6.9009994
"POINT (-6.9082039 33.9144605)",POINT (-6.9082039 33.9144605),33.9144605,-6.9082039
"POINT (-6.9065522 33.9138457)",POINT (-6.9065522 33.9138457),33.9138457,-6.9065522
"POINT (-6.902805 33.921701)",POINT (-6.902805 33.921701),33.921701,-6.902805
"POINT (-6.9150759 33.9171354)",POINT (-6.9150759 33.9171354),33.9171354,-6.9150759
"POINT (-6.9003907 33.9123967)",POINT (-6.9003907 33.9123967),33.9123967,-6.9003907
"POINT (-6.901485 33.9173499)",POINT (-6.901485 33.9173499),33.9173499,-6.901485
"POINT (-6.9039266 33.9166582)",POINT (-6.9039266 33.9166582),33.9166582,-6.9039266
"POINT (-6.9033708 33.9108854)",POINT (-6.9033708 33.9108854),33.9108854,-6.9033708
"POINT (-6.9162083 33.9128485)",POINT (-6.9162083 33.9128485),33.9128485,-6.9162083
"POINT (-6.9157146 33.9215026)",POINT (-6.9157146 33.9215026),33.9215026,-6.9157146
"POINT (-6.914736 33.9175255)",POINT (-6.914736 33.9175255),33.9175255,-6.914736
"POINT (-6.9089462 33.9150197)",POINT (-6.9089462 33.9150197),33.9150197,-6.9089462
"POINT (-6.9152269 33.9106254)",POINT (-6.9152269 33.9106254),33.9106254,-6.9152269
"POINT (-6.903771 33.9195096)",POINT (-6.903771 33.9195096),33.9195096,-6.903771
"POINT (-6.9089414 33.9227384)",POINT (-6.9089414 33.9227384),33.9227384,-6.9089414
"POINT (-6.9034595 33.9127521)",POINT (-6.9034595 33.9127521),33.9127521,-6.9034595
"POINT (-6.9058135 33.9165337)",POINT (-6.9058135 33.9165337),33.9165337,-6.9058135
"POINT (-6.9010489 33.9194796)",POINT (-6.9010489 33.9194796),33.9194796,-6.9010489
"POINT (-6.9045494 33.9164987)",POINT (-6.9045494 33.9164987),33.9164987,-6.9045494
"POINT (-6.9082581 33.9168184)",POINT (-6.9082581 33.9168184),33.9168184,-6.9082581
"POINT (-6.900395 33.9206441)",POINT (-6.900395 33.9206441),33.9206441,-6.900395
"POINT (-6.9157014 33.9162666)",POINT (-6.9157014 33.9162666),33.9162666,-6.9157014
"POINT (-6.9107911 33.916603)",POINT (-6.9107911 33.916603),33.916603,-6.9107911
"POINT (-6.9027562 33.9190108)",POINT (-6.9027562 33.9190108),33.9190108,-6.9027562
"POINT (-6.9079845 33.9193874)",POINT (-6.9079845 33.9193874),33.9193874,-6.9079845
"POINT (-6.9178655 33.9204222)",POINT (-6.9178655 33.9204222),33.9204222,-6.9178655
"POINT (-6.9146116 33.9213551)",POINT (-6.9146116 33.9213551),33.9213551,-6.9146116
"POINT (-6.9103878 33.9188717)",POINT (-6.9103878 33.9188717),33.9188717,-6.9103878
"POINT (-6.9057993 33.9172581)",POINT (-6.9057993 33.9172581),33.9172581,-6.9057993
"POINT (-6.9095778 33.9239674)",POINT (-6.9095778 33.9239674),33.9239674,-6.9095778
"POINT (-6.9016468 33.9150501)",POINT (-6.9016468 33.9150501),33.9150501,-6.9016468
"POINT (-6.9106971 33.922114)",POINT (-6.9106971 33.922114),33.922114,-6.9106971
"POINT (-6.896554 33.9191779)",POINT (-6.896554 33.9191779),33.9191779,-6.896554
"POINT (-6.8982654 33.9268739)",POINT (-6.8982654 33.9268739),33.9268739,-6.8982654
"POINT (-6.8880188 33.9202603)",POINT (-6.8880188 33.9202603),33.9202603,-6.8880188
"POINT (-6.8873746 33.9213419)",POINT (-6.8873746 33.9213419),33.9213419,-6.8873746
"POINT (-6.8888229 33.9218266)",POINT (-6.8888229 33.9218266),33.9218266,-6.8888229
"POINT (-6.8931047 33.9239933)",POINT (-6.8931047 33.9239933),33.9239933,-6.8931047
"POINT (-6.8895619 33.9277434)",POINT (-6.8895619 33.9277434),33.9277434,-6.8895619
"POINT (-6.8955275 33.9167011)",POINT (-6.8955275 33.9167011),33.9167011,-6.8955275
"POINT (-6.8871238 33.9175739)",POINT (-6.8871238 33.9175739),33.9175739,-6.8871238
"POINT (-6.884913 33.9201215)",POINT (-6.884913 33.9201215),33.9201215,-6.884913
"POINT (-6.8893464 33.9239305)",POINT (-6.8893464 33.9239305),33.9239305,-6.8893464
"POINT (-6.8901674 33.9208303)",POINT (-6.8901674 33.9208303),33.9208303,-6.8901674
"POINT (-6.8957616 33.9170364)",POINT (-6.8957616 33.9170364),33.9170364,-6.8957616
"POINT (-6.8907873 33.9267718)",POINT (-6.8907873 33.9267718),33.9267718,-6.8907873
"POINT (-6.8975942 33.9203937)",POINT (-6.8975942 33.9203937),33.9203937,-6.8975942
"POINT (-6.8955061 33.9209966)",POINT (-6.8955061 33.9209966),33.9209966,-6.8955061
"POINT (-6.8843857 33.919721)",POINT (-6.8843857 33.919721),33.919721,-6.8843857
"POINT (-6.8974287 33.9253883)",POINT (-6.8974287 33.9253883),33.9253883,-6.8974287
"POINT (-6.8938283 33.9162558)",POINT (-6.8938283 33.9162558),33.9162558,-6.8938283
"POINT (-6.8931553 33.9258962)",POINT (-6.8931553 33.9258962),33.9258962,-6.8931553
"POINT (-6.8973101 33.9178249)",POINT (-6.8973101 33.9178249),33.9178249,-6.8973101
"POINT (-6.8867177 33.922152)",POINT (-6.8867177 33.922152),33.922152,-6.8867177
"POINT (-6.8929328 33.9194612)",POINT (-6.8929328 33.9194612),33.9194612,-6.8929328
"POINT (-6.8860978 33.9244538)",POINT (-6.8860978 33.9244538),33.9244538,-6.8860978
"POINT (-6.8876121 33.9269865)",POINT (-6.8876121 33.9269865),33.9269865,-6.8876121
"POINT (-6.8945597 33.9247923)",POINT (-6.8945597 33.9247923),33.9247923,-6.8945597
"POINT (-6.8953006 33.9175842)",POINT (-6.8953006 33.9175842),33.9175842,-6.8953006
"POINT (-6.8909944 33.9199245)",POINT (-6.8909944 33.9199245),33.9199245,-6.8909944
"POINT (-6.8880864 33.9193811)",POINT (-6.8880864 33.9193811),33.9193811,-6.8880864
"POINT (-6.8929952 33.9175528)",POINT (-6.8929952 33.9175528),33.9175528,-6.8929952
"POINT (-6.898418 33.9196453)",POINT (-6.898418 33.9196453),33.9196453,-6.898418
"POINT (-6.8969858 33.9210714)",POINT (-6.8969858 33.9210714),33.9210714,-6.8969858
"POINT (-6.8942154 33.9181508)",POINT (-6.8942154 33.9181508),33.9181508,-6.8942154
"POINT (-6.8953161 33.9274568)",POINT (-6.8953161 33.9274568),33.9274568,-6.8953161
"POINT (-6.8893797 33.9254751)",POINT (-6.8893797 33.9254751),33.9254751,-6.8893797
"POINT (-6.8889465 33.9253001)",POINT (-6.8889465 33.9253001),33.9253001,-6.8889465
"POINT (-6.8885613 33.9223127)",POINT (-6.8885613 33.9223127),33.9223127,-6.8885613
"POINT (-6.8948935 33.929348)",POINT (-6.8948935 33.929348),33.929348,-6.8948935
"POINT (-6.9663354 33.9165803)",POINT (-6.9663354 33.9165803),33.9165803,-6.9663354
"POINT (-6.9214101 33.9317176)",POINT (-6.9214101 33.9317176),33.9317176,-6.9214101
"POINT (-6.9206976 33.9267804)",POINT (-6.9206976 33.9267804),33.9267804,-6.9206976
"POINT (-6.9134399 33.9319383)",POINT (-6.9134399 33.9319383),33.9319383,-6.9134399
"POINT (-6.9471618 33.9305734)",POINT (-6.9471618 33.9305734),33.9305734,-6.9471618
"POINT (-6.9219265 33.9320157)",POINT (-6.9219265 33.9320157),33.9320157,-6.9219265
"POINT (-6.9773332 33.9149335)",POINT (-6.9773332 33.9149335),33.9149335,-6.9773332
"POINT (-6.8982141 33.9367126)",POINT (-6.8982141 33.9367126),33.9367126,-6.8982141
"POINT (-6.8917594 33.9383841)",POINT (-6.8917594 33.9383841),33.9383841,-6.8917594
"POINT (-6.9138219 33.9308735)",POINT (-6.9138219 33.9308735),33.9308735,-6.9138219
"POINT (-6.9308609 33.9477946)",POINT (-6.9308609 33.9477946),33.9477946,-6.9308609
"POINT (-6.9616387 33.9168946)",POINT (-6.9616387 33.9168946),33.9168946,-6.9616387
"POINT (-6.9299736 33.9052707)",POINT (-6.9299736 33.9052707),33.9052707,-6.9299736
"POINT (-6.9346431 33.9451163)",POINT (-6.9346431 33.9451163),33.9451163,-6.9346431
"POINT (-6.9121572 33.9303435)",POINT (-6.9121572 33.9303435),33.9303435,-6.9121572
"POINT (-6.9204825 33.9240073)",POINT (-6.9204825 33.9240073),33.9240073,-6.9204825
"POINT (-6.9318646 33.9285556)",POINT (-6.9318646 33.9285556),33.9285556,-6.9318646
"POINT (-6.9585638 33.9261209)",POINT (-6.9585638 33.9261209),33.9261209,-6.9585638
"POINT (-6.9332221 33.9191426)",POINT (-6.9332221 33.9191426),33.9191426,-6.9332221
"POINT (-6.893037 33.9306248)",POINT (-6.893037 33.9306248),33.9306248,-6.893037
"POINT (-6.9166182 33.9251188)",POINT (-6.9166182 33.9251188),33.9251188,-6.9166182
"POINT (-6.9072164 33.9321614)",POINT (-6.9072164 33.9321614),33.9321614,-6.9072164
"POINT (-6.92083 33.9313944)",POINT (-6.92083 33.9313944),33.9313944,-6.92083
"POINT (-6.9344983 33.9263624)",POINT (-6.9344983 33.9263624),33.9263624,-6.9344983
"POINT (-6.9054499 33.9366504)",POINT (-6.9054499 33.9366504),33.9366504,-6.9054499
"POINT (-6.9076642 33.9310334)",POINT (-6.9076642 33.9310334),33.9310334,-6.9076642
"POINT (-6.9079311 33.9284363)",POINT (-6.9079311 33.9284363),33.9284363,-6.9079311
"POINT (-6.924564 33.9134979)",POINT (-6.924564 33.9134979),33.9134979,-6.924564
"POINT (-6.926242 33.934664)",POINT (-6.926242 33.934664),33.934664,-6.926242
"POINT (-6.9221119 33.933655)",POINT (-6.9221119 33.933655),33.933655,-6.9221119
"POINT (-6.9191121 33.9345618)",POINT (-6.9191121 33.9345618),33.9345618,-6.9191121
"POINT (-6.9378533 33.9237458)",POINT (-6.9378533 33.9237458),33.9237458,-6.9378533
"POINT (-6.9091582 33.9353259)",POINT (-6.9091582 33.9353259),33.9353259,-6.9091582
"POINT (-6.9331482 33.9466122)",POINT (-6.9331482 33.9466122),33.9466122,-6.9331482
"POINT (-6.966375 33.9130605)",POINT (-6.966375 33.9130605),33.9130605,-6.966375
"POINT (-6.974051 33.910166)",POINT (-6.974051 33.910166),33.910166,-6.974051
"POINT (-6.921913 33.9315907)",POINT (-6.921913 33.9315907),33.9315907,-6.921913
"POINT (-6.9099611 33.9315679)",POINT (-6.9099611 33.9315679),33.9315679,-6.9099611
"POINT (-6.9253528 33.9382424)",POINT (-6.9253528 33.9382424),33.9382424,-6.9253528
"POINT (-6.9487473 33.9278107)",POINT (-6.9487473 33.9278107),33.9278107,-6.9487473
"POINT (-6.8856727 33.9391382)",POINT (-6.8856727 33.9391382),33.9391382,-6.8856727
"POINT (-6.9273338 33.9366608)",POINT (-6.9273338 33.9366608),33.9366608,-6.9273338
"POINT (-6.8964303 33.9439378)",POINT (-6.8964303 33.9439378),33.9439378,-6.8964303
"POINT (-6.9371247 33.9275831)",POINT (-6.9371247 33.9275831),33.9275831,-6.9371247
"POINT (-6.8867578 33.9380384)",POINT (-6.8867578 33.9380384),33.9380384,-6.8867578
"POINT (-6.92828 33.9202232)",POINT (-6.92828 33.9202232),33.9202232,-6.92828
"POINT (-6.9266342 33.9262239)",POINT (-6.9266342 33.9262239),33.9262239,-6.9266342
"POINT (-6.8872482 33.9405134)",POINT (-6.8872482 33.9405134),33.9405134,-6.8872482
"POINT (-6.9347291 33.9146516)",POINT (-6.9347291 33.9146516),33.9146516,-6.9347291
